@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0, 0, 0, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1914, 0, 0, 0, 0.99, 0, 0, 0, 0, 0.1375, 0, 0.0343, 0, 0.202, 0, 0, 0, 0, 0, 0, 0, 0.0738, 0.4675, 0, 0, 0, 0, 0, 0, 0, 0.0313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.94, 0, 0, 4.88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.053, 0, 0.2325, 0, 0, 0.05, 0, 0, 0, 0, 0, 0, 0.7933, 0, 0, 0.0388, 0, 0, 0.346, 0.5927, 0, 0, 0, 0.2116, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0303, 0, 0, 0, 0, 0, 0, 0, 0, 0.2577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34, 0, 0, 0, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1042, 0, 0.2757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1884, 0, 0, 0, 0, 0, 0, 2.6312, 0, 0.0297,acq
0, 0, 0.0457, 0, 0.0706, 0, 0.108, 0, 0, 0, 0, 0, 0.1179, 0, 0.0303, 0, 0, 0, 0.2217, 0, 0, 0, 0, 0.291, 0, 0, 0, 0, 0, 0, 0.4433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44, 0, 0.0983, 0, 0, 0, 0, 0.0484, 0, 0, 1.4033, 0, 0, 0.0463, 0, 0, 0, 23.41, 0, 0, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0.0383, 0, 0.1783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7933, 0, 0, 0.106, 0, 0, 0, 0.1091, 0, 0.05, 0, 0, 0, 0.1248,acq
0, 0, 0.0546, 0, 0.1044, 0, 0, 0, 0, 0, 0, 0, 0.8829, 0, 0.0374, 0, 0, 0, 0, 0, 0, 0, 0, 0.3348, 0, 0, 0, 0.1164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0897, 0.1461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1684, 0, 0, 0, 0, 0, 0, 0, 0, 0.1077, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0.0695, 0, 0, 0, 0, 0, 0, 0.0793, 0.335, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2079, 0, 0, 0.0939, 0, 0.1, 0, 0, 0, 0.2712,acq
0, 0.4261, 0.1121, 0, 0.3063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0, 0.128, 0, 0, 0, 0, 0, 0.1838, 0, 0, 0, 2.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4138, 0, 0, 0, 0.0757, 0, 0, 0, 0.0613, 0, 0, 0.995, 0, 0, 0, 0, 0, 0, 0.0776, 0.0674, 0, 0.0973, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0457, 0.1967, 0, 0, 0.108, 0, 0, 0, 0, 0, 0.1179, 0, 0.0634, 0, 0, 0, 0, 0, 0, 0, 0, 0.3645, 0.1463, 0, 0.3243, 0.0891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0616, 0, 0, 0, 0, 0.209, 0.0463, 0, 0, 0.102, 12.17, 0, 0, 0, 0, 0, 0, 0, 0, 0.1409, 0, 0, 0, 0, 0, 0.0791, 0.2271, 0.5658, 0, 0, 0.043, 0, 0, 0, 0, 0.0367, 0, 0.3967, 0, 0, 0, 0, 0, 0, 0, 1.03, 0.322, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0.1031, 0.1643, 0, 0, 0, 0, 0, 0, 0, 0.1789, 0, 0, 0, 0, 0, 0.0712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0455, 0.1577, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0, 0, 0, 0, 1.6367, 0, 0, 0, 0.0514, 0, 0, 5.62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0306,acq
0, 0, 0.0457, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0.295, 0, 0.0449, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0.2121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3677, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0, 0.0464, 0, 0, 0, 0, 0, 0.0613, 0, 0, 0, 9.36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.195, 0, 0, 0, 0, 0, 0.6057, 0.0783, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.068, 0, 0, 0, 0, 0, 0, 0.48, 0, 0, 0.0306,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8979, 1.23, 0.1263, 0, 0, 0, 0, 0, 0, 0.6683, 0, 0.3015, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0.125, 0.316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0383, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0.5767, 0, 0, 0, 0, 0.2086, 0, 0, 0, 0, 0, 0, 0, 0.0521,acq
0, 0, 0.1332, 0, 0.0706, 0, 0.342, 0, 0, 0, 0, 0, 0, 0, 0.0754, 0, 0, 0, 0, 0, 0, 0, 0, 0.4952, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0, 0.316, 0, 0, 0, 0, 0, 0, 0, 0.0985, 0, 0, 0, 0, 0, 0.153, 0, 0.1067, 0, 0.1152, 0, 0, 0.2333, 0, 0, 0.2163, 0.0514, 0, 0.1207, 9.36, 0, 0, 0, 0, 0.212, 0, 0, 0, 0.0914, 0, 1.108, 0, 0, 0, 0.1387, 0, 0.7358, 0, 0.1314, 0.0661, 0, 0, 0, 0, 0.0947, 0, 1.94, 0, 0, 0.046, 0, 0.1043, 0, 0.04, 0, 0.0335, 0, 0, 0, 0.2503,acq
0, 0.0578, 0.0457, 0, 0.1044, 0, 0.357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4095, 0, 0, 0.1929, 0, 0, 0.0513, 0, 0, 0, 0, 0, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0463, 0, 0, 0, 10.3, 0, 0, 0, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0.0383, 0.5314, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0.0486, 0, 0.75, 0, 0.23, 0, 0.0668, 0.2086, 0, 0, 0, 0, 0, 0, 0.0572, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2367, 0, 0, 0, 0.0891, 0, 0.1025, 0, 0, 0, 0, 0, 0, 0, 0.2006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0.2988, 0, 0, 0, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0383, 0.0793, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1467, 0, 0.23, 0.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0457, 0, 0.2106, 0, 0.108, 0, 0, 0, 0, 0, 0.0593, 0, 0.1049, 0, 0, 0, 0, 0, 0, 0, 0, 0.4249, 0, 0, 0.6486, 0, 0, 0.1275, 0, 0, 0, 0, 0, 0, 0.316, 0.0406, 0.3761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0313, 0.0596, 0, 0, 0, 0, 0, 0.4438, 0, 0, 0.0397, 24.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0.1314, 0.05, 0, 0, 0, 0, 0.0269, 0, 0.3967, 0, 0.23, 0, 0.0711, 0, 0.146, 0, 0, 0.0815, 0, 0, 0, 0,acq
0, 0, 0.0343, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0.1764, 0, 0.0343, 0, 0, 0, 0.1767, 0, 0, 0, 0, 0.1773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0467, 0, 0, 0, 0, 0, 0, 0, 0, 0.2579, 0.0738, 0, 0, 0, 0, 0, 0.103, 0, 0.0552, 0, 0, 0.16, 0, 0.1767, 0, 0, 0.3462, 0, 0, 0.0373, 0.94, 0, 0, 0, 0, 0.212, 0.0959, 1.1771, 0, 0.0605, 0, 0, 0, 0, 0, 0.1061, 0, 1.13, 0, 0, 0, 0, 0, 0, 0, 0.0569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1155, 0, 0.0504, 0, 0.1891,acq
0, 0, 0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23, 0, 0.0857, 0, 0, 0, 0, 0, 0, 0, 0.1829, 0, 0.2022, 0, 0, 0, 0.0856, 0, 0, 0, 0, 0, 0, 2.512, 0, 0.0944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0.17, 0, 0, 0, 0, 0, 0, 0, 0, 0.0523, 2.81, 0, 0, 0, 0, 0.212, 0, 0, 1.36, 0, 0, 0, 0, 0, 0, 0, 0.3786, 0.0783, 0, 0, 0, 0, 0, 0.995, 0, 0, 0, 0.5767, 0, 0, 0.046, 0.2005, 0, 0, 0.1045, 0, 0.05, 0, 0, 0, 0,acq
0, 0, 0.0343, 0, 0, 0.6833, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0, 0, 0.8867, 0, 0, 0, 0, 0.1168, 0, 0.1744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0628, 0, 0, 0, 0, 0, 0, 0, 0, 0.0905, 0, 0, 0, 0, 0.1767, 0, 0, 0.0463, 0, 0, 0, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.865, 0, 0, 0, 0, 0.053, 0, 0.6683, 0, 0, 0, 0, 0, 0, 0, 0.1311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0.1021,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.122, 0, 0, 0, 0,acq
0, 0.0957, 0.0546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0.1183, 0, 0, 0, 0, 0, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0, 0, 0, 0, 0.0588, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0441, 0.2208, 0, 0, 0, 0, 0.0803, 0, 0, 0, 0, 0.0472, 0, 0, 0.1767, 0, 0.137, 0.2288, 0, 0, 0, 0, 0, 0.0943, 1.22, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1533, 0, 0, 0.046, 0, 0, 0, 0.0406, 0, 0, 0, 0.0804, 0, 0.0955,acq
