@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE C105	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0, 0.2943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0187, 0, 0, 0, 0, 0.1375, 0, 0, 0, 0, 0.0555, 0.085, 0.0823, 0, 0, 0, 0, 0, 0, 0.4675, 0, 0, 0, 0, 0, 0.0313, 0, 0, 0, 0, 0, 0, 0, 0.57, 0.94, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.053, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0388, 0, 0.075, 0, 0.346, 0.5927, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3633, 0, 0, 0, 0, 0, 0.0303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003, 0, 0, 0, 0, 0, 0, 0, 0.12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1884, 0.075, 1.02, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.0457, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0303, 0, 0.2217, 0, 0, 0, 0, 0, 0, 0, 0, 0.4433, 0.0052, 0, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0.0506, 0.1113, 0, 0, 0, 0, 0, 0, 0, 0, 0.44, 0.875, 0, 0, 0, 0, 0, 0, 1.4033, 0, 0, 0, 0, 0, 23.41, 0, 0, 0.63, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0.0383, 0, 0, 0, 0.1783, 0, 0, 0, 0, 0, 0, 0, 0.2229, 0, 0, 0, 0, 0, 0, 0, 0.106, 0, 0, 0, 0, 0.1091, 0.05, 1.212, 0, 0, 1.72,acq
0, 0.0546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0.0374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0155, 0, 0, 0, 0, 0, 0, 0, 0.22, 0, 0, 0, 0, 0, 0, 0, 0.0897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.94, 0, 0, 0, 0, 0, 0, 0, 0.0695, 0, 0, 0, 0, 0.454, 0, 0.0793, 0, 0, 0.335, 0, 0, 1.686, 0, 0, 0, 0, 0.2229, 0, 0, 0, 0, 0, 0, 0, 0, 0.2079, 0, 0, 0, 0.0939, 0.1, 0, 0, 0, 0,acq
0, 0.1121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0.0114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0, 0, 0, 0, 0.0829, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0, 0, 0, 0, 0, 6.75, 0, 0, 0, 2.81, 0, 0, 0, 0, 0, 0, 0.033, 0, 0, 0, 0, 0, 0, 0, 0.0757, 0, 0, 0, 0, 0, 0, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0.2483, 0, 0, 0.0776, 0.0674, 0.1029, 1.02, 0.0973, 0, 0, 0, 0, 0, 0,acq
0, 0.0457, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0634, 0, 0, 0, 0, 0, 0, 0, 0, 0.1463, 0, 0, 0.0179, 0, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0.0442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9075, 0, 0, 0, 12.17, 0, 0, 0.63, 0, 0, 0, 0, 0.1409, 0, 0, 0, 0.09, 0, 0.0791, 0.2271, 0, 0, 0.5658, 0, 0, 0, 0, 0, 0.043, 0, 0, 0, 0, 0.0367, 0, 0, 0, 0, 0, 0, 0, 1.02, 0, 0, 0.322, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0028, 0, 0, 0, 0, 0, 0, 0, 0.3036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0, 0, 0, 1.6367, 0, 0, 0, 0, 0, 5.62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0057, 0, 0.735, 0, 0, 0, 0, 0, 0.1364, 0, 0, 0.0556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0, 0, 0, 0, 0, 2.27, 0, 0, 0, 9.36, 0, 0, 0, 0, 0, 0, 0.0474, 0, 0.195, 0, 0, 0, 0, 0, 0.6057, 0, 0, 0.0783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.068, 0, 0, 0, 0, 0, 0, 0, 0.48, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1263, 0, 0, 0, 0, 0, 0, 0.6683, 0, 0, 0, 0, 0.0101, 0, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0, 0.0556, 0, 0, 0.125, 0, 0, 0, 0, 0, 0, 0.92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0383, 0, 0, 0, 0, 0, 0, 0.262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.388, 0, 0, 0,acq
0, 0.1332, 0, 0.342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0754, 0, 0, 0, 0, 0, 0.1464, 0, 0, 0, 0, 0, 0.0095, 0, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0, 0.1081, 0, 0, 0, 0.4833, 0, 0, 0, 0, 0, 0, 0, 0.153, 0.1067, 0, 0, 0, 0.2333, 0, 0, 0, 0, 0, 9.36, 0, 0, 0.63, 0, 0, 0, 0, 0.0914, 0, 0, 1.108, 0, 0, 0.1387, 0, 0, 0, 0.7358, 0, 0, 0, 0, 0, 0.0661, 0, 0.1686, 0, 0, 0.0947, 0, 0, 0, 0, 0.046, 0, 0, 0, 0, 0.04, 0.0335, 0.194, 0, 0, 0,acq
0, 0.0457, 0, 0.357, 0, 0, 0, 0, 0, 0, 0, 0.2338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0064, 0, 1.465, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0, 0, 0, 0.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0.9075, 0, 0, 0, 10.3, 0, 0, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0.0383, 0.5314, 0, 0, 0, 0, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0.0486, 0, 0, 0, 0.23, 0, 0.0668, 0, 0, 0, 0, 0, 0, 0, 0.0572, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0054, 0, 0, 0, 0, 0, 0, 0, 0.1521, 0, 0.0442, 0, 0, 0, 0, 0, 0.2006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0.16, 0, 0, 0, 0, 0, 0, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0383, 0.0793, 0, 0, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.23, 0.046, 0, 0.1114, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.0457, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2381, 0, 0.1342, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0.0313, 0, 0, 0, 0, 0, 0, 0, 0, 24.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0, 0, 0, 0, 0.0269, 0, 0.2483, 0, 0.23, 0, 0.0711, 0, 0, 0.146, 0, 0.0815, 0, 0, 0, 0,acq
0, 0.0343, 0, 0, 0, 0, 0, 0, 0.5567, 0, 0, 0.16, 0, 0, 0, 0.0343, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0096, 0, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0, 0, 0, 0, 0.2433, 0, 0, 0, 0, 0, 0, 0, 0.103, 0.0552, 0, 0, 0.16, 0.1767, 0.175, 0, 0, 0, 0, 0.94, 0, 0, 0, 0, 0.0959, 0, 0, 0.0605, 0, 0, 0, 0, 0, 0.1061, 0, 0, 0, 1.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1155, 0, 0, 0, 0,acq
0, 0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2022, 0, 0.0019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0442, 0, 0.0719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4575, 0, 0, 0, 2.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3786, 0, 0, 0.0783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.046, 0.2005, 0, 0, 0, 0.1045, 0.05, 0, 0, 0, 0,acq
0, 0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8867, 0, 0, 0, 0.0736, 0, 0, 0, 0.1744, 0, 0.0047, 0, 0, 0, 0, 0, 0, 0, 0.1021, 0, 0, 0.0525, 0.0535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0905, 0, 0, 0, 0.1767, 0.175, 0, 0, 0, 0, 0.94, 0, 0, 0, 0, 0, 8.9167, 0.033, 0, 0.865, 0, 0, 0.537, 0, 0.053, 0, 0, 0, 0.6683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.122, 0, 0, 0, 0,acq
0, 0.0546, 0, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0.1183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0, 0.875, 0, 0, 0.0588, 0, 0, 0.0679, 0.85, 0, 0, 0.0535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0, 0.0943, 0, 0, 0, 0, 0.0474, 0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 0, 0, 0, 0, 0, 0, 0, 0.046, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0,acq
